user id,gender,age,occupation,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,unknown count,Action count,Adventure count,Animation count,Children's count,Comedy count,Crime count,Documentary count,Drama count,Fantasy count,Film-Noir count,Horror count,Musical count,Mystery count,Romance count,Sci-Fi count,Thriller count,War count,Western count
275,M,38,engineer,0,3.3333333333333335,3.5,4.0,4.0,4.0,0,0,3.0,0,0,0,0,0,4.0,3.5,0,3.5,0,0,3,2,1,1,1,0,0,1,0,0,0,0,0,1,2,0,2,0
276,M,21,student,0,0,0,5.0,5.0,5.0,0,0,5.0,0,0,0,0,0,0,5.0,3.0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0
277,F,35,administrator,0,3.0,3.0,4.0,4.0,4.0,4.0,0,3.0,0,0,0,0,0,3.0,2.5,4.0,3.0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,1,2,1,1,0
278,F,37,librarian,0,3.0,0,0,0,0,0,0,3.6666666666666665,0,0,5.0,0,0,5.0,3.0,4.0,4.0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,2,2,0
279,M,33,programmer,0,4.0,4.0,0,0,0,2.0,0,4.5,0,0,0,0,0,0,5.0,3.0,4.0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,1,2,1,0
280,F,30,librarian,0,3.0,3.0,0,5.0,5.0,0,0,5.0,0,0,0,0,0,0,0,2.5,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0
281,F,15,student,0,5.0,5.0,0,3.0,3.0,0,0,3.0,0,0,4.0,3.0,0,0,5.0,4.0,5.0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0
282,M,22,administrator,0,3.0,0,0,0,4.0,0,0,4.0,0,0,0,4.0,0,4.0,0,3.0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,2,0,1,0,0
283,M,28,programmer,0,3.0,3.0,4.0,4.0,3.5,5.0,0,5.0,0,0,0,3.5,0,4.0,0,3.0,0,0,0,1,1,1,1,2,1,0,1,0,0,0,2,0,1,0,1,0,0
284,M,40,executive,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,5.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0
285,M,25,programmer,0,4.0,0,0,0,0,4.0,0,3.5,0,0,3.5,0,0,3.0,4.0,3.6666666666666665,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,1,1,3,0,0
286,M,27,student,0,5.0,0,0,0,4.0,0,0,4.5,0,0,0,0,0,3.5,0,2.0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,0
287,M,21,salesman,0,4.5,5.0,0,0,4.0,0,0,4.666666666666667,0,0,0,0,0,5.0,5.0,0,5.0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0,1,1,0,1,0
288,M,34,marketing,0,3.5,0,0,0,0,5.0,0,5.0,0,0,0,0,0,0,2.0,5.0,3.5,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,1,2,2,0
289,M,11,none,0,2.5,2.5,0,0,2.0,0,0,3.0,0,0,0,1.0,0,0,3.0,2.5,0,0,0,2,2,0,0,2,0,0,1,0,0,0,1,0,0,1,2,0,0
290,M,40,engineer,0,5.0,0,5.0,5.0,5.0,0,0,4.333333333333333,0,0,0,0,0,0,0,4.5,4.0,0,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,2,1,0
291,M,19,student,0,0,0,5.0,4.5,4.5,5.0,0,4.5,0,0,0,0,0,0,0,4.0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,2,0,0
292,F,35,programmer,0,4.0,4.0,4.0,4.0,4.0,0,0,2.5,0,0,0,0,0,2.0,3.0,4.0,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0
293,M,24,writer,0,4.0,0,2.0,2.0,3.0,0,0,3.5,0,0,0,0,0,0,3.0,2.0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,1,1,0,0
294,M,34,technician,0,4.0,4.0,5.0,5.0,4.0,0,0,4.0,0,0,0,3.0,0,5.0,5.0,3.0,5.0,0,0,2,2,1,1,3,0,0,1,0,0,0,1,0,1,1,1,1,0
295,M,31,educator,0,4.0,0,4.0,4.0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,4.0,4.0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,2,1,0
296,F,43,administrator,0,0,0,5.0,5.0,5.0,5.0,0,4.5,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0
297,F,29,educator,0,1.0,0,3.0,4.0,3.0,4.0,0,3.0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,1,2,3,1,0,2,0,0,0,0,0,0,0,1,0,0
298,M,44,executive,0,4.0,0,5.0,5.0,5.0,0,0,4.0,0,0,0,0,0,0,0,4.0,4.0,0,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0
299,M,29,doctor,0,3.0,0,3.0,3.0,3.0,0,0,3.6666666666666665,0,0,0,0,0,0,3.0,0,5.0,0,0,1,0,1,1,2,0,0,3,0,0,0,0,0,0,1,0,1,0
300,F,26,programmer,0,4.0,0,0,0,3.0,0,0,0,0,0,4.0,0,0,0,1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0
301,M,24,student,0,4.0,0,0,0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,3.0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0
302,M,42,educator,0,3.0,3.0,0,0,1.0,0,0,3.0,0,0,0,3.0,0,0,4.0,0,4.0,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
303,M,19,student,0,3.5,3.0,5.0,5.0,4.5,0,0,4.0,0,0,0,0,0,0,0,3.0,0,0,0,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0
304,F,22,student,0,0,0,0,3.0,3.3333333333333335,0,0,4.0,0,0,0,0,0,3.6666666666666665,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,3,0,0,0,0
305,M,23,programmer,0,2.0,2.0,5.0,5.0,4.0,5.0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0
306,M,45,other,0,4.0,4.0,0,0,4.0,0,0,3.5,0,0,0,0,0,4.0,3.0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0
307,M,25,student,0,4.0,5.0,5.0,5.0,5.0,4.0,0,3.5,0,0,0,0,0,5.0,5.0,3.0,5.0,0,0,2,1,1,1,1,1,0,2,0,0,0,0,0,1,1,1,1,0
308,M,60,retired,0,0,0,0,5.0,5.0,5.0,0,4.333333333333333,0,0,0,0,0,0,4.0,5.0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,0,0
309,M,40,scientist,0,0,3.0,0,3.0,4.0,0,0,4.5,0,0,0,4.0,0,4.0,5.0,0,4.0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,2,1,0,1,0
310,M,37,educator,0,5.0,5.0,0,0,1.0,0,5.0,0,0,0,0,0,0,5.0,5.0,0,5.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
311,M,32,technician,0,0,0,0,4.0,4.0,4.0,0,3.6666666666666665,0,0,0,0,0,0,0,3.6666666666666665,4.0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,3,1,0
312,M,48,other,0,0,0,5.0,5.0,5.0,0,0,4.666666666666667,0,0,0,0,0,5.0,0,4.0,5.0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,1,0,1,1,0
313,M,41,marketing,0,0,0,4.0,3.5,3.5,0,0,3.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,1,2,2,0,0,3,0,0,0,0,0,0,0,1,0,0
314,F,20,student,0,0,0,5.0,4.5,4.5,4.5,0,4.0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,2,0,0
315,M,31,educator,0,4.0,0,0,0,4.5,5.0,0,4.666666666666667,0,0,0,0,0,0,0,5.0,0,0,0,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,1,0,0
316,F,43,other,0,0,0,0,0,3.5,0,0,3.5,0,0,0,0,0,3.5,0,4.0,3.0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,1,0
317,M,22,administrator,0,4.0,0,0,0,0,4.0,0,4.0,0,4.0,4.0,0,4.0,0,4.0,4.0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,2,3,0,0
318,M,65,retired,0,3.0,4.0,0,4.0,3.0,4.0,0,3.3333333333333335,0,0,0,0,0,4.0,0,0,0,0,0,2,1,0,1,2,1,0,3,0,0,0,0,0,1,0,0,0,0
319,M,38,programmer,0,0,0,0,2.5,2.6666666666666665,0,0,4.0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0
320,M,19,student,0,3.75,3.5,0,0,5.0,4.0,0,0,0,0,5.0,0,0,0,0,4.5,0,0,0,4,2,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0
321,F,49,educator,0,0,0,0,0,0,0,3.0,4.0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0
322,M,20,student,0,4.0,0,0,0,0,0,4.0,4.5,0,0,0,0,0,4.0,0,4.5,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0
323,M,21,student,0,5.0,5.0,0,0,0,5.0,0,5.0,0,0,0,0,0,5.0,5.0,5.0,5.0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,1,2,1,0
324,F,21,student,0,5.0,5.0,5.0,5.0,4.5,0,0,5.0,0,0,4.0,0,0,5.0,5.0,0,5.0,0,0,1,1,1,1,2,0,0,1,0,0,1,0,0,2,1,0,1,0
325,M,48,technician,0,1.0,1.0,2.0,2.0,1.5,0,0,5.0,0,0,0,0,0,1.0,0,3.0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,2,0,0
326,M,41,administrator,0,1.0,0,3.0,3.5,2.6666666666666665,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0
327,M,22,student,0,3.0,2.0,4.0,4.0,4.0,0,0,3.5,0,0,0,0,0,0,3.0,2.0,0,0,0,2,1,1,1,2,0,0,2,0,0,0,0,0,0,1,1,0,0
328,M,51,administrator,0,0,0,0,3.0,3.0,4.0,0,3.0,0,0,0,0,0,0,0,3.6666666666666665,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,3,0,0
329,M,48,educator,0,2.0,0,0,2.0,2.0,2.5,0,2.5,0,0,0,0,0,0,2.5,3.0,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0,0,0,2,1,0,0
330,F,35,educator,0,5.0,5.0,5.0,5.0,5.0,0,0,5.0,0,0,0,5.0,0,0,0,5.0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0
331,M,33,entertainment,0,4.0,0,1.0,2.0,2.0,0,0,3.0,0,0,0,0,0,0,0,2.0,3.0,0,0,1,0,1,2,2,0,0,3,0,0,0,0,0,0,0,1,2,0
332,M,20,student,0,0,0,4.0,4.5,4.5,5.0,0,4.5,0,0,0,0,0,0,0,5.0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,1,0,0
333,M,47,other,0,4.0,0,0,0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0
334,M,32,librarian,0,0,0,0,0,0,4.5,0,4.0,0,0,0,0,0,0,0,4.5,4.0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0
335,M,45,executive,0,5.0,0,0,0,0,5.0,0,2.5,0,0,5.0,0,5.0,0,1.0,5.0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,1,2,0,0
336,M,23,salesman,0,4.0,0,3.0,3.0,3.5,0,0,4.0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0
337,M,37,scientist,0,5.0,5.0,0,0,3.5,0,0,5.0,0,0,0,0,0,5.0,5.0,0,5.0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0
338,F,39,librarian,0,0,0,3.0,3.0,2.5,0,0,4.5,0,0,0,0,0,2.0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0
339,M,35,lawyer,0,4.0,0,0,0,4.0,3.0,0,4.0,0,0,0,0,0,0,4.0,3.0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,1,1,0,0
340,M,46,engineer,0,4.0,4.0,0,0,5.0,0,0,5.0,0,0,0,0,0,4.666666666666667,4.0,0,4.0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,3,1,0,1,0
341,F,17,student,0,0,0,0,3.0,3.5,5.0,0,5.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0
342,F,25,other,0,0,0,0,4.0,4.0,0,0,4.333333333333333,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0
343,M,43,engineer,0,5.0,0,5.0,5.0,5.0,0,0,5.0,0,0,0,0,0,0,5.0,4.0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,1,1,0,0
344,F,30,librarian,0,4.0,0,3.0,4.0,4.0,0,0,4.333333333333333,0,0,0,0,0,0,4.0,0,0,0,0,1,0,1,2,3,0,0,3,0,0,0,0,0,0,1,0,0,0
345,F,28,librarian,0,4.0,0,0,0,4.0,3.5,0,3.6666666666666665,0,0,0,0,0,0,0,3.5,0,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,2,0,0
346,M,34,other,0,5.0,5.0,0,0,0,4.0,0,2.0,0,0,0,0,0,0,2.0,4.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0
347,M,18,student,0,4.0,0,4.0,4.0,4.0,5.0,0,3.0,0,0,0,0,0,0,0,5.0,0,0,0,1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,1,0,0
348,F,24,student,0,0,0,0,0,4.5,0,0,4.0,0,0,0,0,0,5.0,4.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0
349,M,68,retired,0,0,0,0,0,3.0,0,0,4.666666666666667,0,0,0,0,0,5.0,0,0,5.0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0
350,M,32,student,0,5.0,5.0,0,0,0,0,0,4.5,0,4.0,0,0,0,5.0,4.5,4.5,5.0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,2,2,1,0
351,M,61,educator,0,3.0,0,0,0,0,0,0,4.333333333333333,0,0,3.0,5.0,0,0,5.0,3.0,3.0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,1,2,1,0
352,F,37,programmer,0,4.0,5.0,0,0,2.0,3.6666666666666665,0,0,0,0,2.0,0,0,5.0,5.0,3.0,5.0,0,0,3,1,0,0,1,3,0,0,0,0,1,0,0,1,2,2,1,0
353,M,25,scientist,0,2.5,0,0,0,0,0,0,3.6666666666666665,0,0,0,0,1.0,0,2.6666666666666665,2.3333333333333335,4.0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,3,3,1,0
354,F,29,librarian,0,0,0,0,5.0,5.0,0,0,4.25,0,0,0,0,0,0,4.0,0,5.0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,1,0
355,M,25,student,0,3.5,3.0,0,0,4.0,0,0,0,0,0,0,0,4.0,0,3.6666666666666665,4.0,3.0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,0
356,F,32,homemaker,0,0,0,0,0,0,0,0,3.6666666666666665,0,0,4.0,0,0,3.0,5.0,4.0,3.0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,1,0
357,M,26,executive,0,4.0,4.0,5.0,5.0,4.5,4.0,0,5.0,0,0,0,0,0,0,0,0,5.0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0
358,M,40,educator,0,0,0,5.0,5.0,4.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0
359,M,22,student,0,4.0,4.0,0,0,0,0,0,5.0,0,0,0,0,0,5.0,4.666666666666667,3.0,4.5,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,0
360,M,51,other,0,0,0,3.0,3.0,3.0,0,0,4.333333333333333,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0
361,M,22,student,0,3.0,0,0,0,3.5,0,0,4.0,0,0,0,0,0,3.0,0,4.0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,2,0,0
362,F,35,homemaker,0,4.5,0,0,0,0,5.0,0,4.0,0,5.0,0,0,5.0,0,1.0,3.75,4.0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,4,1,0
363,M,20,student,0,5.0,0,2.0,3.5,4.0,0,0,4.333333333333333,0,0,0,0,0,0,3.0,0,0,0,0,1,0,1,2,3,0,0,3,0,0,0,0,0,0,1,0,0,0
364,M,63,engineer,0,0,0,0,2.0,2.0,0,0,3.6666666666666665,0,0,0,0,0,4.0,0,0,5.0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,0,1,0
365,M,29,lawyer,0,0,0,4.0,4.0,3.0,5.0,0,4.0,0,0,0,0,0,3.0,0,5.0,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,0,1,0,0
366,F,20,student,0,5.0,0,0,0,5.0,5.0,0,5.0,0,0,5.0,0,0,0,0,5.0,0,0,0,2,0,0,0,1,1,0,1,0,0,2,0,0,0,0,3,0,0
367,M,17,student,0,4.5,5.0,0,0,0,4.0,0,4.5,0,0,0,0,0,5.0,5.0,4.0,5.0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,1,2,2,1,0
368,M,18,student,0,2.0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,4.0,3.0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,3,0,0
369,M,24,student,0,5.0,5.0,0,0,3.0,0,0,4.5,0,0,0,0,0,5.0,5.0,0,5.0,0,0,2,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,2,0
370,M,52,writer,0,4.0,4.0,0,0,0,0,0,3.3333333333333335,0,0,0,0,0,3.5,4.0,3.0,3.5,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,2,1,1,2,0
371,M,36,engineer,0,5.0,0,4.0,4.0,3.5,0,0,5.0,0,0,0,0,0,0,0,5.0,5.0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,1,2,0
372,F,25,student,0,0,0,0,0,0,4.0,0,4.0,0,0,0,0,0,0,3.0,4.333333333333333,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,3,0,0
373,F,24,other,0,4.333333333333333,4.0,0,0,4.0,4.5,0,4.5,0,0,0,0,0,0,0,5.0,5.0,0,0,3,1,0,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0
374,M,36,executive,0,3.0,4.0,0,0,2.0,4.0,0,3.0,0,0,0,0,0,0,0,4.0,0,0,0,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,3,0,0
375,M,17,entertainment,0,4.5,0,0,0,0,4.0,0,4.0,0,0,5.0,0,0,5.0,4.5,4.5,4.0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,1,2,4,1,0
376,F,28,other,0,0,0,0,0,4.0,4.0,0,4.0,0,0,0,0,0,4.0,0,4.0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,2,0,0
377,M,22,student,0,5.0,5.0,0,0,5.0,0,0,4.5,0,0,0,0,0,5.0,4.0,5.0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0
378,M,35,student,0,2.0,2.0,4.0,4.0,4.0,3.0,0,3.5,0,0,0,0,0,0,4.0,2.5,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,2,0,0
379,M,44,programmer,0,0,0,4.0,4.0,4.0,5.0,0,4.5,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0
380,M,32,engineer,0,4.0,0,0,0,0,5.0,0,3.3333333333333335,0,0,0,0,0,0,3.0,4.5,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,2,0,0
381,M,33,artist,0,0,0,5.0,5.0,4.5,0,0,3.5,0,0,0,0,0,4.5,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0
382,M,45,engineer,0,1.0,1.0,0,0,0,0,0,3.3333333333333335,0,0,0,0,0,2.0,1.5,5.0,1.0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,2,2,1,1,0
383,M,42,administrator,0,0,0,0,0,4.0,4.0,0,4.0,0,3.0,0,0,0,4.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,1,1,1,0,0
384,M,52,programmer,0,4.0,4.0,0,0,0,0,0,4.333333333333333,0,0,0,5.0,0,4.0,4.0,0,4.0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,0,1,2,0,2,0
385,M,36,writer,0,3.0,3.0,0,5.0,5.0,3.0,0,5.0,0,0,0,0,0,0,0,3.0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,2,0,0
386,M,36,salesman,0,4.25,4.0,0,0,0,4.5,0,5.0,0,0,0,0,0,0,0,4.0,0,0,0,4,3,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0
387,M,33,entertainment,0,3.0,0,4.0,4.0,3.6666666666666665,0,0,4.0,0,0,0,0,0,0,5.0,0,0,0,0,1,0,1,2,3,0,0,3,0,0,0,0,0,0,1,0,0,0
388,M,31,other,0,5.0,0,5.0,5.0,5.0,0,0,4.0,0,0,0,0,0,0,0,5.0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0
389,F,44,writer,0,0,0,4.0,4.0,4.0,0,0,3.3333333333333335,0,0,0,0,0,0,0,4.0,0,0,0,0,0,1,2,2,0,0,3,0,0,0,0,0,0,0,1,0,0
390,F,42,writer,0,0,0,5.0,5.0,3.5,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
391,M,23,student,0,0,0,0,3.0,3.0,4.0,0,4.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,2,0,0
392,M,52,writer,0,5.0,5.0,0,0,0,4.0,0,4.0,0,0,0,0,0,5.0,5.0,4.0,5.0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,0
393,M,19,student,0,4.0,0,3.0,3.0,3.5,3.0,0,3.5,0,0,0,0,0,0,0,3.0,0,0,0,1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,2,0,0
394,M,25,administrator,0,4.0,0,4.0,4.0,4.0,4.0,0,4.5,0,0,0,0,0,0,5.0,4.0,0,0,0,1,0,1,1,2,1,0,2,0,0,0,0,0,0,1,1,0,0
395,M,43,other,0,4.0,4.0,5.0,5.0,4.0,0,0,3.0,0,0,0,3.0,0,5.0,5.0,3.0,5.0,0,0,2,2,1,1,2,0,0,1,0,0,0,1,0,1,1,1,1,0
396,M,57,engineer,0,4.0,4.0,0,0,3.0,2.0,0,3.0,0,0,0,0,0,0,0,3.0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0
397,M,17,student,0,4.0,0,0,4.0,4.0,4.0,0,3.6666666666666665,0,0,0,0,0,3.0,0,4.0,4.0,0,0,1,0,0,1,1,1,0,3,0,0,0,0,0,1,0,1,1,0
398,M,40,other,0,2.5,3.0,5.0,4.0,3.3333333333333335,0,0,2.5,0,0,0,0,0,0,0,3.0,0,0,0,2,1,1,2,3,0,0,2,0,0,0,0,0,0,0,1,0,0
399,M,25,other,0,0,0,4.0,4.0,4.0,3.5,0,3.0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0,0,2,0,0
400,F,33,administrator,0,0,0,0,0,4.0,0,0,4.5,0,0,4.0,0,0,4.0,5.0,4.0,4.0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,1,1,0
401,F,46,healthcare,0,0,0,2.0,2.0,2.0,2.0,0,3.0,0,0,0,0,0,3.0,0,2.0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0
402,M,30,engineer,0,0,0,5.0,5.0,5.0,4.0,0,3.0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0
403,M,37,other,0,5.0,5.0,4.0,4.0,4.0,0,0,4.0,0,0,0,0,0,5.0,5.0,0,5.0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,1,2,0,1,0
404,F,29,programmer,0,4.0,0,0,3.0,3.5,0,0,4.0,0,0,0,0,0,4.0,0,3.0,4.0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,1,0,1,2,0
405,F,22,healthcare,0,2.5,1.0,0,4.0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,2.5,0,0,0,2,1,0,1,2,1,0,3,0,0,0,0,0,0,0,2,0,0
406,M,52,educator,0,2.0,0,4.0,4.0,3.0,4.0,0,3.0,0,0,0,0,0,0,0,3.5,0,0,0,1,0,1,1,2,1,0,2,0,0,0,0,0,0,0,2,0,0
407,M,29,engineer,0,4.0,4.0,4.0,4.0,4.0,0,0,4.0,0,0,0,0,0,0,4.0,4.0,0,0,0,2,1,1,1,2,0,0,2,0,0,0,0,0,0,1,1,0,0
408,M,23,student,0,3.0,3.0,0,0,4.0,0,0,4.5,0,0,0,0,0,0,4.0,5.0,3.0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,2,1,1,0
409,M,48,administrator,0,0,0,0,0,0,4.0,0,4.333333333333333,0,0,0,0,0,5.0,0,4.0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0
410,F,30,artist,0,0,0,0,0,5.0,0,0,2.3333333333333335,0,0,0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0
411,M,34,educator,0,4.0,0,4.0,3.5,3.6666666666666665,0,0,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0
412,M,25,educator,0,3.0,3.0,4.0,4.0,4.0,3.0,0,4.5,0,0,0,0,0,0,5.0,4.0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0
